I'd like to send an email,action_email_create
Send new email,action_email_create
Draft new email,action_email_create
Compose new email,action_email_create
Send email,action_email_create
Draft email,action_email_create
Compose email,action_email_create
Send e-mail,action_email_create
Draft e-mail,action_email_create
Compose e-mail,action_email_create
New email,action_email_create
New e-mail,action_email_create
Email,action_email_create
Email *,action_email_create
Email compose,action_email_create
Email new,action_email_create
Compose letter,action_email_create
Take a memo to recipient *,action_email_create
Email draft,action_email_create
Draft email to *,action_email_create
Compose email to *,action_email_create
New email messsage,action_email_create
New email message to *,action_email_create
New message for *,action_email_create
New meeting now,action_meeting_create
Make a meeting,action_meeting_create
Add meeting to schedule,action_meeting_create
Add meeting to calendar,action_meeting_create
Help me add a meeting to calendar,action_meeting_create
Help me add meeting to schedule,action_meeting_create
Schedule meeting for next *,action_meeting_create
Schedule call for next *,action_meeting_create
Schedule call for tomorrow,action_meeting_create
Schedule call for Monday,action_meeting_create
Schedule call for Tuesday,action_meeting_create
I'd like to create a new meeting,action_meeting_create
I'd like to schedule a meeting,action_meeting_create
Schedule new meeting,action_meeting_create
Can I schedule a meeting?,action_meeting_create
Schedule a new call,action_meeting_create
I'd like to schedule a call,action_meeting_create
Please schedule a call for *,action_meeting_create
Schedule call,action_meeting_create
Schedule meeting,action_meeting_create
"Meeting, schedule",action_meeting_create
"Call, schedule",action_meeting_create
New meeting,action_meeting_create
Set up meeting with *,action_meeting_create
Schedule,action_meeting_create
Meeting,action_meeting_create
Schedule new meeting,action_meeting_create
Create a new meeting for next *,action_meeting_create
Update schedule with meeting,action_meeting_create
Update schedule to add call,action_meeting_create
Create new time slot,action_meeting_create
Add to calendar,action_meeting_create
Schedule call for Wednesday,action_meeting_create
Schedule call for Thursday,action_meeting_create
Schedule call for Friday,action_meeting_create
Schedule call for Saturday,action_meeting_create
Schedule call for Sunday,action_meeting_create
Reschedule call ,action_meeting_create
Reschedule meeting,action_meeting_create
Update call time in calendar,action_meeting_create
Update meeting time in calendar,action_meeting_create
Running late for my meeting,action_meeting_notify_attendees
"Please call current meeting, running late",action_meeting_notify_attendees
Email current meeting that I'm running late,action_meeting_notify_attendees
Late for meeting. Notify team,action_meeting_notify_attendees
Ping team I'm running * minutes late,action_meeting_notify_attendees
Notify team I'm running late,action_meeting_notify_attendees
Notify team I'm running * mintues late,action_meeting_notify_attendees
Tell team on current call I'll join in * minutes,action_meeting_notify_attendees
Joining current call in * minutes,action_meeting_notify_attendees
Late for my meeting.  Ping team.,action_meeting_notify_attendees
Running late,action_meeting_notify_attendees
"late for meeting, notify",action_meeting_notify_attendees
tell meeting participants I'm running late,action_meeting_notify_attendees
Running a few minutes late,action_meeting_notify_attendees
I'll be a few minutes late for call,action_meeting_notify_attendees
I'll be * minutes late for call,action_meeting_notify_attendees
Team notify that I'm delayed,action_meeting_notify_attendees
Joining team in * minutes,action_meeting_notify_attendees
Add item to task list,action_task_create
Add item to to-do list,action_task_create
New action item,action_task_create
New action item for list,action_task_create
Action item ,action_task_create
New task,action_task_create
update task,action_task_create
add task,action_task_create
to do *,action_task_create
create new task,action_task_create
add new task,action_task_create
update task list,action_task_create
task list update,action_task_create
task list - new item,action_task_create
new item for task list,action_task_create
Reminder,action_task_create
Reminder for task list,action_task_create
add reminder for task list to *,action_task_create
reminder to * add to task list,action_task_create
personal assistant - add to task list,action_task_create
take a note,action_task_create
knock knock,respond_off_topic_joke_or_riddle
Say something funny,respond_off_topic_joke_or_riddle
Tell me a joke,respond_off_topic_joke_or_riddle
cat rat sat bat mat,respond_off_topic_joke_or_riddle
roses are red violets are blue,respond_off_topic_joke_or_riddle
Tell me a haiku,respond_off_topic_joke_or_riddle
chicken or the egg?,respond_off_topic_joke_or_riddle
Tell me a riddle,respond_off_topic_joke_or_riddle
Tell me a story,respond_off_topic_joke_or_riddle
1 plus 1,respond_off_topic_math
1+1,respond_off_topic_math
1+1=?,respond_off_topic_math
10 plus 10,respond_off_topic_math
10 + 10 =,respond_off_topic_math
10+10=?,respond_off_topic_math
100 minus 10,respond_off_topic_math
5 plus five,respond_off_topic_math
a million plus a billion?,respond_off_topic_math
infinity,respond_off_topic_math
infinity / infinity,respond_off_topic_math
infinity divided by zero,respond_off_topic_math
infinity/infinity,respond_off_topic_math
What is * divided by zero?,respond_off_topic_math
What is 1/0?,respond_off_topic_math
What is 1+1?,respond_off_topic_math
What is 2+2,respond_off_topic_math
what is nine plus fourteen?,respond_off_topic_math
'agk4'3k'p0f23k,respond_off_topic_nonsense_input
@#$@%#fwweWf wef W#Rjlwf34;,respond_off_topic_nonsense_input
292-494f4,respond_off_topic_nonsense_input
ajfskdw49urwe0w3ufiwel,respond_off_topic_nonsense_input
asd f efwefjkw jkl,respond_off_topic_nonsense_input
aslkdjal,respond_off_topic_nonsense_input
jklfadsk23450923u u9q3uf203 9u,respond_off_topic_nonsense_input
sadjka; jakls;djfakls; dfjasd ;flk,respond_off_topic_nonsense_input
blah blah blah,respond_off_topic_nonsense_input
Is god real?,respond_off_topic_philosophy
What is the meaning of life?,respond_off_topic_philosophy
why do we die?,respond_off_topic_philosophy
why do we live?,respond_off_topic_philosophy
what is * in light years?,respond_off_topic_science
I'm tired,respond_off_topic_user_focus
I'm drunk,respond_off_topic_user_focus
I'm naked,respond_off_topic_user_focus
Talk dirty to me,respond_off_topic_user_focus
I love you,respond_off_topic_user_focus
Ask me a question,respond_off_topic_user_focus
i had a terrible day!,respond_off_topic_user_focus
I'm sad,respond_off_topic_user_focus
my computer broke!,respond_off_topic_user_focus
Do you have eyes?,respond_off_topic_watson_focus
where is your hardware?,respond_off_topic_watson_focus
are you happy?,respond_off_topic_watson_focus
Do you follow the three laws of robotics?,respond_off_topic_watson_focus
Do you have feelings?,respond_off_topic_watson_focus
How old are you,respond_off_topic_watson_focus
What is your favorite color?,respond_off_topic_watson_focus
What's your favourite animal?,respond_off_topic_watson_focus
